<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.05	09:00:00	1.06028	1.06122	1.05902	1.06055	4778	0	2
2023.01.05	10:00:00	1.06054	1.06278	1.06048	1.06200	7317	0	2
2023.01.05	11:00:00	1.06200	1.06289	1.06095	1.06232	4642	0	2
2023.01.05	12:00:00	1.06234	1.06261	1.06098	1.06187	3575	0	2
2023.01.05	13:00:00	1.06188	1.06220	1.06031	1.06111	3259	0	2
2023.01.05	14:00:00	1.06116	1.06173	1.05982	1.05996	3807	0	2
2023.01.05	15:00:00	1.05997	1.06082	1.05512	1.05522	10507	0	2
2023.01.05	16:00:00	1.05522	1.05621	1.05356	1.05393	8741	0	2
2023.01.05	17:00:00	1.05394	1.05677	1.05150	1.05185	10153	0	2
2023.01.05	18:00:00	1.05185	1.05320	1.05176	1.05211	5838	0	2
2023.01.05	19:00:00	1.05211	1.05329	1.05187	1.05300	4287	0	2
2023.01.05	20:00:00	1.05302	1.05431	1.05292	1.05360	5214	0	2
2023.01.05	21:00:00	1.05362	1.05387	1.05290	1.05302	3768	0	2
2023.01.05	22:00:00	1.05300	1.05307	1.05199	1.05200	4322	0	2
2023.01.05	23:00:00	1.05200	1.05228	1.05156	1.05203	1310	0	2
2023.01.06	00:00:00	1.05219	1.05223	1.05185	1.05212	942	0	7
2023.01.06	01:00:00	1.05212	1.05261	1.05197	1.05210	1220	0	2
2023.01.06	02:00:00	1.05209	1.05316	1.05189	1.05293	2148	0	2
2023.01.06	03:00:00	1.05295	1.05327	1.05224	1.05250	2646	0	2
2023.01.06	04:00:00	1.05251	1.05342	1.05249	1.05267	1487	0	2
2023.01.06	05:00:00	1.05269	1.05365	1.05262	1.05322	2287	0	2
2023.01.06	06:00:00	1.05323	1.05344	1.05243	1.05244	1357	0	2
2023.01.06	07:00:00	1.05245	1.05252	1.05106	1.05144	3300	0	2
2023.01.06	08:00:00	1.05148	1.05223	1.05104	1.05126	2336	0	2
2023.01.06	09:00:00	1.05126	1.05226	1.05068	1.05126	5359	0	2
2023.01.06	10:00:00	1.05128	1.05310	1.05110	1.05184	4959	0	2
2023.01.06	11:00:00	1.05183	1.05195	1.04967	1.05072	4867	0	2
2023.01.06	12:00:00	1.05071	1.05159	1.05029	1.05074	4251	0	2
2023.01.06	13:00:00	1.05076	1.05111	1.04923	1.04942	3455	0	2
2023.01.06	14:00:00	1.04945	1.04965	1.04832	1.04947	3979	0	2
2023.01.06	15:00:00	1.04945	1.05450	1.04819	1.05425	12299	0	2
2023.01.06	16:00:00	1.05424	1.05432	1.05009	1.05088	10954	0	2
2023.01.06	17:00:00	1.05077	1.06125	1.05077	1.06017	14732	0	2
2023.01.06	18:00:00	1.06017	1.06225	1.05968	1.06186	7873	0	2
2023.01.06	19:00:00	1.06188	1.06380	1.06164	1.06376	4806	0	2
2023.01.06	20:00:00	1.06375	1.06434	1.06296	1.06378	4485	0	2
2023.01.06	21:00:00	1.06379	1.06479	1.06379	1.06454	3421	0	2
2023.01.06	22:00:00	1.06454	1.06480	1.06424	1.06462	3160	0	2
2023.01.06	23:00:00	1.06460	1.06460	1.06419	1.06428	1014	0	2
2023.01.09	00:00:00	1.06401	1.06408	1.06356	1.06388	485	0	20
2023.01.09	01:00:00	1.06411	1.06629	1.06411	1.06628	2966	0	2
2023.01.09	02:00:00	1.06629	1.06677	1.06515	1.06613	2816	0	2
2023.01.09	03:00:00	1.06616	1.06722	1.06553	1.06666	3210	0	2
2023.01.09	04:00:00	1.06667	1.06777	1.06663	1.06770	2877	0	2
2023.01.09	05:00:00	1.06769	1.06769	1.06662	1.06676	2229	0	2
2023.01.09	06:00:00	1.06675	1.06783	1.06667	1.06766	1492	0	2
2023.01.09	07:00:00	1.06766	1.06829	1.06728	1.06771	2368	0	2
2023.01.09	08:00:00	1.06772	1.06864	1.06756	1.06819	2706	0	2
2023.01.09	09:00:00	1.06824	1.06949	1.06678	1.06730	5775	0	2
2023.01.09	10:00:00	1.06731	1.06996	1.06724	1.06900	6032	0	2
2023.01.09	11:00:00	1.06900	1.06934	1.06600	1.06721	5209	0	2
2023.01.09	12:00:00	1.06723	1.06764	1.06614	1.06689	4148	0	2
2023.01.09	13:00:00	1.06690	1.06855	1.06676	1.06843	3776	0	2
2023.01.09	14:00:00	1.06839	1.06936	1.06808	1.06889	3256	0	2
2023.01.09	15:00:00	1.06889	1.07316	1.06853	1.07250	7043	0	2
2023.01.09	16:00:00	1.07252	1.07383	1.07116	1.07282	7342	0	2
2023.01.09	17:00:00	1.07288	1.07493	1.07279	1.07401	6676	0	2
2023.01.09	18:00:00	1.07402	1.07606	1.07399	1.07581	6270	0	2
2023.01.09	19:00:00	1.07580	1.07598	1.07397	1.07501	5193	0	2
2023.01.09	20:00:00	1.07503	1.07540	1.07374	1.07433	4476	0	2
2023.01.09	21:00:00	1.07433	1.07528	1.07414	1.07517	3573	0	2
2023.01.09	22:00:00	1.07517	1.07538	1.07307	1.07312	4252	0	2
2023.01.09	23:00:00	1.07311	1.07353	1.07299	1.07335	1255	0	2
2023.01.10	00:00:00	1.07281	1.07313	1.07251	1.07303	758	0	23
2023.01.10	01:00:00	1.07303	1.07385	1.07260	1.07326	2089	0	2
2023.01.10	02:00:00	1.07325	1.07382	1.07206	1.07275	3128	0	2
2023.01.10	03:00:00	1.07275	1.07399	1.07261	1.07362	3175	0	2
2023.01.10	04:00:00	1.07365	1.07424	1.07213	1.07309	3587	0	2
2023.01.10	05:00:00	1.07310	1.07342	1.07256	1.07323	3048	0	2
2023.01.10	06:00:00	1.07324	1.07340	1.07279	1.07307	2238	0	2
2023.01.10	07:00:00	1.07307	1.07440	1.07295	1.07426	2577	0	2
2023.01.10	08:00:00	1.07427	1.07430	1.07263	1.07339	3177	0	2
2023.01.10	09:00:00	1.07342	1.07395	1.07220	1.07318	4971	0	2
2023.01.10	10:00:00	1.07318	1.07473	1.07312	1.07384	5031	0	2
2023.01.10	11:00:00	1.07385	1.07518	1.07294	1.07459	5100	0	2
2023.01.10	12:00:00	1.07458	1.07461	1.07339	1.07363	3224	0	2
2023.01.10	13:00:00	1.07365	1.07424	1.07317	1.07350	3317	0	2
2023.01.10	14:00:00	1.07351	1.07354	1.07155	1.07193	4449	0	2
2023.01.10	15:00:00	1.07195	1.07253	1.07121	1.07216	4788	0	2
2023.01.10	16:00:00	1.07217	1.07593	1.07216	1.07405	10655	0	2
2023.01.10	17:00:00	1.07404	1.07530	1.07217	1.07277	9653	0	2
2023.01.10	18:00:00	1.07279	1.07419	1.07240	1.07361	6359	0	2
2023.01.10	19:00:00	1.07360	1.07438	1.07297	1.07334	3461	0	2
2023.01.10	20:00:00	1.07330	1.07397	1.07277	1.07379	2695	0	2
2023.01.10	21:00:00	1.07382	1.07431	1.07364	1.07408	2506	0	2
2023.01.10	22:00:00	1.07410	1.07441	1.07305	1.07359	2165	0	2
2023.01.10	23:00:00	1.07368	1.07375	1.07326	1.07338	1171	0	2
2023.01.11	00:00:00	1.07319	1.07358	1.07316	1.07331	2229	0	17
2023.01.11	01:00:00	1.07346	1.07391	1.07312	1.07385	882	0	2
2023.01.11	02:00:00	1.07385	1.07453	1.07371	1.07450	2361	0	2
2023.01.11	03:00:00	1.07450	1.07450	1.07256	1.07309	2655	0	2
2023.01.11	04:00:00	1.07307	1.07381	1.07268	1.07268	2455	0	2
2023.01.11	05:00:00	1.07269	1.07368	1.07265	1.07336	1395	0	2
2023.01.11	06:00:00	1.07337	1.07397	1.07320	1.07386	1162	0	2
2023.01.11	07:00:00	1.07387	1.07569	1.07368	1.07476	2322	0	2
2023.01.11	08:00:00	1.07477	1.07551	1.07457	1.07457	2364	0	2
2023.01.11	09:00:00	1.07456	1.07574	1.07434	1.07467	3745	0	2
2023.01.11	10:00:00	1.07468	1.07488	1.07288	1.07297	4917	0	2
2023.01.11	11:00:00	1.07296	1.07482	1.07254	1.07414	4046	0	2
2023.01.11	12:00:00	1.07415	1.07512	1.07400	1.07492	3036	0	2
2023.01.11	13:00:00	1.07492	1.07552	1.07435	1.07483	3399	0	2
2023.01.11	14:00:00	1.07484	1.07489	1.07280	1.07405	3906	0	2
2023.01.11	15:00:00	1.07405	1.07528	1.07392	1.07497	4653	0	2
2023.01.11	16:00:00	1.07499	1.07764	1.07451	1.07697	7025	0	2
2023.01.11	17:00:00	1.07698	1.07748	1.07519	1.07550	6948	0	2
2023.01.11	18:00:00	1.07551	1.07618	1.07376	1.07387	3798	0	2
2023.01.11	19:00:00	1.07390	1.07484	1.07363	1.07468	2641	0	2
2023.01.11	20:00:00	1.07468	1.07680	1.07351	1.07531	4675	0	2
2023.01.11	21:00:00	1.07532	1.07636	1.07476	1.07632	2519	0	2
2023.01.11	22:00:00	1.07632	1.07632	1.07527	1.07539	2079	0	2
2023.01.11	23:00:00	1.07542	1.07581	1.07518	1.07563	893	0	2
2023.01.12	00:00:00	1.07503	1.07589	1.07497	1.07534	2226	0	10
2023.01.12	01:00:00	1.07570	1.07674	1.07535	1.07653	2623	0	2
2023.01.12	02:00:00	1.07654	1.07745	1.07602	1.07612	2762	0	2
2023.01.12	03:00:00	1.07614	1.07675	1.07604	1.07667	3333	0	2
2023.01.12	04:00:00	1.07666	1.07689	1.07614	1.07670	2185	0	2
2023.01.12	05:00:00	1.07674	1.07712	1.07648	1.07685	1548	0	2
2023.01.12	06:00:00	1.07685	1.07734	1.07660	1.07716	1426	0	2
2023.01.12	07:00:00	1.07717	1.07753	1.07623	1.07627	2283	0	2
2023.01.12	08:00:00	1.07626	1.07688	1.07565	1.07572	2654	0	2
2023.01.12	09:00:00	1.07571	1.07652	1.07556	1.07625	3226	0	2
2023.01.12	10:00:00	1.07628	1.07645	1.07454	1.07480	4023	0	2
2023.01.12	11:00:00	1.07479	1.07735	1.07428	1.07653	4610	0	2
2023.01.12	12:00:00	1.07654	1.07684	1.07516	1.07624	3837	0	2
2023.01.12	13:00:00	1.07623	1.07665	1.07588	1.07618	2987	0	2
2023.01.12	14:00:00	1.07617	1.07665	1.07549	1.07627	3679	0	2
2023.01.12	15:00:00	1.07627	1.08384	1.07269	1.08294	15363	0	2
2023.01.12	16:00:00	1.08295	1.08340	1.07518	1.07676	15411	0	2
2023.01.12	17:00:00	1.07678	1.08096	1.07638	1.08068	14223	0	2
2023.01.12	18:00:00	1.08069	1.08259	1.08024	1.08224	8989	0	2
2023.01.12	19:00:00	1.08223	1.08489	1.08213	1.08488	6215	0	2
2023.01.12	20:00:00	1.08486	1.08669	1.08462	1.08556	7207	0	2
2023.01.12	21:00:00	1.08558	1.08559	1.08395	1.08493	4888	0	2
2023.01.12	22:00:00	1.08488	1.08523	1.08412	1.08523	3955	0	2
2023.01.12	23:00:00	1.08527	1.08550	1.08489	1.08500	1114	0	2
2023.01.13	00:00:00	1.08457	1.08501	1.08418	1.08485	624	0	5
2023.01.13	01:00:00	1.08484	1.08601	1.08465	1.08596	1815	0	2
2023.01.13	02:00:00	1.08599	1.08679	1.08511	1.08522	3100	0	2
2023.01.13	03:00:00	1.08523	1.08562	1.08455	1.08556	4149	0	2
2023.01.13	04:00:00	1.08555	1.08561	1.08315	1.08447	4316	0	2
2023.01.13	05:00:00	1.08448	1.08477	1.08414	1.08456	2005	0	2
2023.01.13	06:00:00	1.08457	1.08463	1.08376	1.08399	1769	0	2
2023.01.13	07:00:00	1.08399	1.08433	1.08316	1.08371	2421	0	2
2023.01.13	08:00:00	1.08371	1.08509	1.08339	1.08450	3148	0	2
2023.01.13	09:00:00	1.08462	1.08489	1.08331	1.08488	5400	0	2
2023.01.13	10:00:00	1.08488	1.08641	1.08370	1.08553	6695	0	2
2023.01.13	11:00:00	1.08555	1.08601	1.08332	1.08424	4675	0	2
2023.01.13	12:00:00	1.08423	1.08517	1.08371	1.08450	3601	0	2
2023.01.13	13:00:00	1.08451	1.08457	1.08083	1.08120	4569	0	2
2023.01.13	14:00:00	1.08119	1.08159	1.08032	1.08118	4594	0	2
2023.01.13	15:00:00	1.08118	1.08201	1.07926	1.07935	6875	0	2
2023.01.13	16:00:00	1.07937	1.08201	1.07804	1.08183	7874	0	2
2023.01.13	17:00:00	1.08161	1.08386	1.08120	1.08294	9679	0	2
2023.01.13	18:00:00	1.08293	1.08335	1.08010	1.08101	6388	0	2
2023.01.13	19:00:00	1.08100	1.08317	1.08066	1.08280	4182	0	2
2023.01.13	20:00:00	1.08281	1.08344	1.08181	1.08311	3075	0	2
2023.01.13	21:00:00	1.08310	1.08353	1.08266	1.08291	2512	0	2
2023.01.13	22:00:00	1.08292	1.08357	1.08270	1.08324	1751	0	2
2023.01.13	23:00:00	1.08325	1.08344	1.08287	1.08326	1169	0	2
2023.01.16	00:00:00	1.08290	1.08341	1.08283	1.08302	723	0	17
2023.01.16	01:00:00	1.08298	1.08336	1.08204	1.08228	2702	0	2
2023.01.16	02:00:00	1.08228	1.08443	1.08212	1.08417	2587	0	2
2023.01.16	03:00:00	1.08415	1.08721	1.08406	1.08678	3690	0	2
2023.01.16	04:00:00	1.08679	1.08741	1.08657	1.08667	3925	0	2
2023.01.16	05:00:00	1.08669	1.08673	1.08592	1.08601	2149	0	2
2023.01.16	06:00:00	1.08601	1.08640	1.08508	1.08528	1959	0	2
2023.01.16	07:00:00	1.08529	1.08610	1.08523	1.08604	2520	0	2
2023.01.16	08:00:00	1.08604	1.08604	1.08358	1.08395	2881	0	2
2023.01.16	09:00:00	1.08394	1.08423	1.08264	1.08312	4297	0	2
2023.01.16	10:00:00	1.08311	1.08321	1.08024	1.08034	6324	0	2
2023.01.16	11:00:00	1.08035	1.08242	1.08013	1.08209	3892	0	2
2023.01.16	12:00:00	1.08211	1.08335	1.08206	1.08300	3234	0	2
2023.01.16	13:00:00	1.08302	1.08366	1.08239	1.08269	3225	0	2
2023.01.16	14:00:00	1.08267	1.08284	1.08145	1.08151	3098	0	2
2023.01.16	15:00:00	1.08152	1.08201	1.08059	1.08156	3567	0	2
2023.01.16	16:00:00	1.08154	1.08256	1.08137	1.08218	3739	0	2
2023.01.16	17:00:00	1.08219	1.08290	1.08163	1.08251	3168	0	2
2023.01.16	18:00:00	1.08252	1.08263	1.08171	1.08247	2497	0	2
2023.01.16	19:00:00	1.08244	1.08266	1.08114	1.08136	1603	0	2
2023.01.16	20:00:00	1.08135	1.08148	1.08108	1.08129	540	0	2
2023.01.16	21:00:00	1.08127	1.08195	1.08125	1.08193	511	0	2
2023.01.16	22:00:00	1.08194	1.08207	1.08174	1.08204	416	0	2
2023.01.16	23:00:00	1.08204	1.08247	1.08188	1.08218	486	0	2
2023.01.17	00:00:00	1.08213	1.08225	1.08161	1.08225	1438	0	14
2023.01.17	01:00:00	1.08229	1.08323	1.08216	1.08297	1678	0	2
2023.01.17	02:00:00	1.08296	1.08336	1.08255	1.08286	2092	0	2
2023.01.17	03:00:00	1.08285	1.08317	1.08140	1.08171	3921	0	2
2023.01.17	04:00:00	1.08169	1.08328	1.08061	1.08142	3559	0	2
2023.01.17	05:00:00	1.08142	1.08285	1.08136	1.08251	2196	0	2
2023.01.17	06:00:00	1.08250	1.08287	1.08221	1.08262	1884	0	2
2023.01.17	07:00:00	1.08258	1.08324	1.08220	1.08310	1830	0	2
2023.01.17	08:00:00	1.08308	1.08355	1.08134	1.08145	2799	0	2
2023.01.17	09:00:00	1.08143	1.08296	1.08118	1.08281	5296	0	2
2023.01.17	10:00:00	1.08280	1.08385	1.08228	1.08273	5572	0	2
2023.01.17	11:00:00	1.08272	1.08310	1.08109	1.08174	4623	0	2
2023.01.17	12:00:00	1.08175	1.08274	1.08090	1.08215	4824	0	2
2023.01.17	13:00:00	1.08216	1.08337	1.08134	1.08323	4098	0	2
2023.01.17	14:00:00	1.08324	1.08577	1.08223	1.08525	5154	0	2
2023.01.17	15:00:00	1.08525	1.08580	1.08362	1.08425	7194	0	2
2023.01.17	16:00:00	1.08425	1.08693	1.08422	1.08630	8471	0	2
2023.01.17	17:00:00	1.08636	1.08639	1.07950	1.08018	11895	0	2
2023.01.17	18:00:00	1.08019	1.08091	1.07860	1.07925	6431	0	2
2023.01.17	19:00:00	1.07928	1.07986	1.07743	1.07821	3784	0	2
2023.01.17	20:00:00	1.07818	1.07964	1.07797	1.07951	2555	0	2
2023.01.17	21:00:00	1.07946	1.08038	1.07911	1.07934	3060	0	2
2023.01.17	22:00:00	1.07935	1.07972	1.07867	1.07936	2557	0	2
2023.01.17	23:00:00	1.07932	1.07938	1.07881	1.07900	1130	0	2
2023.01.18	00:00:00	1.07874	1.07930	1.07859	1.07906	1146	0	11
2023.01.18	01:00:00	1.07917	1.07933	1.07853	1.07894	1356	0	2
2023.01.18	02:00:00	1.07894	1.07916	1.07824	1.07843	2228	0	2
2023.01.18	03:00:00	1.07843	1.07961	1.07833	1.07960	2567	0	2
2023.01.18	04:00:00	1.07958	1.07993	1.07659	1.07872	6850	0	2
2023.01.18	05:00:00	1.07872	1.07891	1.07682	1.07731	6629	0	2
2023.01.18	06:00:00	1.07733	1.07776	1.07673	1.07745	3583	0	2
2023.01.18	07:00:00	1.07744	1.07800	1.07681	1.07796	3318	0	2
2023.01.18	08:00:00	1.07796	1.07910	1.07796	1.07898	4214	0	2
2023.01.18	09:00:00	1.07895	1.08365	1.07895	1.08254	8599	0	2
2023.01.18	10:00:00	1.08255	1.08514	1.08253	1.08430	7703	0	2
2023.01.18	11:00:00	1.08431	1.08716	1.08368	1.08701	5699	0	2
2023.01.18	12:00:00	1.08702	1.08702	1.08496	1.08523	5131	0	2
2023.01.18	13:00:00	1.08524	1.08540	1.08119	1.08153	5062	0	2
2023.01.18	14:00:00	1.08152	1.08338	1.08140	1.08241	4904	0	2
2023.01.18	15:00:00	1.08238	1.08679	1.08225	1.08583	10044	0	2
2023.01.18	16:00:00	1.08583	1.08874	1.08477	1.08640	13225	0	2
2023.01.18	17:00:00	1.08643	1.08688	1.08269	1.08333	10772	0	2
2023.01.18	18:00:00	1.08334	1.08359	1.08135	1.08267	7350	0	2
2023.01.18	19:00:00	1.08268	1.08279	1.07871	1.07959	6141	0	2
2023.01.18	20:00:00	1.07961	1.07992	1.07868	1.07964	5161	0	2
2023.01.18	21:00:00	1.07965	1.07967	1.07871	1.07951	3251	0	2
2023.01.18	22:00:00	1.07950	1.07952	1.07875	1.07892	3633	0	2
2023.01.18	23:00:00	1.07892	1.07972	1.07892	1.07953	1124	0	2
2023.01.19	00:00:00	1.07908	1.07938	1.07884	1.07915	356	0	6
2023.01.19	01:00:00	1.07917	1.07980	1.07905	1.07974	1595	0	2
2023.01.19	02:00:00	1.07975	1.07983	1.07862	1.07874	3569	0	2
2023.01.19	03:00:00	1.07877	1.07957	1.07824	1.07879	3326	0	2
2023.01.19	04:00:00	1.07882	1.07946	1.07824	1.07935	2234	0	2
2023.01.19	05:00:00	1.07936	1.08056	1.07925	1.08006	1952	0	2
2023.01.19	06:00:00	1.08005	1.08022	1.07931	1.07958	2413	0	2
2023.01.19	07:00:00	1.07957	1.07980	1.07910	1.07915	2178	0	2
2023.01.19	08:00:00	1.07915	1.08033	1.07907	1.07908	2334	0	2
2023.01.19	09:00:00	1.07911	1.08139	1.07822	1.08079	5049	0	2
2023.01.19	10:00:00	1.08081	1.08248	1.08033	1.08168	5635	0	2
2023.01.19	11:00:00	1.08167	1.08294	1.08158	1.08247	4228	0	2
2023.01.19	12:00:00	1.08248	1.08384	1.08156	1.08291	4678	0	2
2023.01.19	13:00:00	1.08295	1.08347	1.08159	1.08217	4223	0	2
2023.01.19	14:00:00	1.08217	1.08268	1.08049	1.08090	4729	0	2
2023.01.19	15:00:00	1.08091	1.08230	1.07955	1.08096	9027	0	2
2023.01.19	16:00:00	1.08094	1.08249	1.07953	1.08102	8404	0	2
2023.01.19	17:00:00	1.08103	1.08190	1.07834	1.07891	7270	0	2
2023.01.19	18:00:00	1.07895	1.08095	1.07873	1.08092	4516	0	2
2023.01.19	19:00:00	1.08091	1.08247	1.08088	1.08162	4039	0	2
2023.01.19	20:00:00	1.08163	1.08350	1.08129	1.08287	4582	0	2
2023.01.19	21:00:00	1.08284	1.08360	1.08209	1.08306	3547	0	2
2023.01.19	22:00:00	1.08305	1.08399	1.08278	1.08290	3168	0	2
2023.01.19	23:00:00	1.08289	1.08347	1.08280	1.08306	1403	0	2
2023.01.20	00:00:00	1.08273	1.08334	1.08269	1.08301	224	0	9
2023.01.20	01:00:00	1.08302	1.08372	1.08275	1.08334	845	0	2
2023.01.20	02:00:00	1.08335	1.08403	1.08286	1.08314	2193	0	2
2023.01.20	03:00:00	1.08315	1.08440	1.08280	1.08362	2670	0	2
2023.01.20	04:00:00	1.08363	1.08440	1.08315	1.08364	2165	0	2
2023.01.20	05:00:00	1.08365	1.08384	1.08321	1.08343	1450	0	2
2023.01.20	06:00:00	1.08344	1.08350	1.08279	1.08295	1633	0	2
2023.01.20	07:00:00	1.08291	1.08355	1.08250	1.08351	1929	0	2
2023.01.20	08:00:00	1.08352	1.08366	1.08240	1.08246	1710	0	2
2023.01.20	09:00:00	1.08246	1.08465	1.08206	1.08401	3842	0	2
2023.01.20	10:00:00	1.08401	1.08588	1.08384	1.08405	4316	0	2
2023.01.20	11:00:00	1.08404	1.08519	1.08282	1.08310	4214	0	2
2023.01.20	12:00:00	1.08309	1.08472	1.08259	1.08386	4830	0	2
2023.01.20	13:00:00	1.08385	1.08417	1.08244	1.08250	3257	0	2
2023.01.20	14:00:00	1.08251	1.08277	1.08139	1.08185	3957	0	2
2023.01.20	15:00:00	1.08183	1.08275	1.08023	1.08065	5050	0	2
2023.01.20	16:00:00	1.08066	1.08260	1.08045	1.08216	5837	0	2
2023.01.20	17:00:00	1.08218	1.08478	1.08184	1.08309	6725	0	2
2023.01.20	18:00:00	1.08311	1.08450	1.08271	1.08304	4126	0	2
2023.01.20	19:00:00	1.08303	1.08473	1.08295	1.08437	3271	0	2
2023.01.20	20:00:00	1.08438	1.08502	1.08337	1.08476	4099	0	2
2023.01.20	21:00:00	1.08476	1.08585	1.08457	1.08539	2494	0	2
2023.01.20	22:00:00	1.08539	1.08581	1.08520	1.08563	2069	0	2
2023.01.20	23:00:00	1.08566	1.08580	1.08546	1.08557	768	0	2
2023.01.23	00:00:00	1.08619	1.08660	1.08606	1.08654	691	0	5
2023.01.23	01:00:00	1.08654	1.08696	1.08620	1.08643	1935	0	2
2023.01.23	02:00:00	1.08643	1.08872	1.08643	1.08849	2311	0	2
2023.01.23	03:00:00	1.08849	1.08996	1.08808	1.08948	3134	0	2
2023.01.23	04:00:00	1.08948	1.08988	1.08897	1.08923	1736	0	2
2023.01.23	05:00:00	1.08925	1.09031	1.08925	1.08985	1853	0	2
2023.01.23	06:00:00	1.08987	1.08987	1.08889	1.08947	1532	0	2
2023.01.23	07:00:00	1.08947	1.08983	1.08901	1.08922	1806	0	2
2023.01.23	08:00:00	1.08921	1.09121	1.08873	1.09005	2889	0	2
2023.01.23	09:00:00	1.09005	1.09269	1.08920	1.09142	5128	0	2
2023.01.23	10:00:00	1.09140	1.09156	1.08931	1.08999	5361	0	2
2023.01.23	11:00:00	1.08998	1.09203	1.08931	1.09115	4074	0	2
2023.01.23	12:00:00	1.09115	1.09154	1.08954	1.08992	4074	0	2
2023.01.23	13:00:00	1.08991	1.09023	1.08787	1.08813	4110	0	2
2023.01.23	14:00:00	1.08813	1.08833	1.08667	1.08710	4263	0	2
2023.01.23	15:00:00	1.08713	1.08777	1.08532	1.08589	5681	0	2
2023.01.23	16:00:00	1.08587	1.08681	1.08463	1.08617	6613	0	2
2023.01.23	17:00:00	1.08616	1.08693	1.08468	1.08647	6923	0	2
2023.01.23	18:00:00	1.08648	1.08758	1.08598	1.08640	5975	0	2
2023.01.23	19:00:00	1.08638	1.08649	1.08569	1.08625	3062	0	2
2023.01.23	20:00:00	1.08626	1.08731	1.08622	1.08662	2768	0	2
2023.01.23	21:00:00	1.08664	1.08673	1.08476	1.08589	3921	0	2
2023.01.23	22:00:00	1.08590	1.08682	1.08571	1.08680	3865	0	2
2023.01.23	23:00:00	1.08680	1.08715	1.08650	1.08711	987	0	2
2023.01.24	00:00:00	1.08713	1.08718	1.08674	1.08702	348	0	11
2023.01.24	01:00:00	1.08699	1.08761	1.08678	1.08714	1445	0	2
2023.01.24	02:00:00	1.08714	1.08748	1.08676	1.08736	1894	0	2
2023.01.24	03:00:00	1.08738	1.08826	1.08717	1.08808	1607	0	2
2023.01.24	04:00:00	1.08809	1.08829	1.08777	1.08788	1256	0	2
2023.01.24	05:00:00	1.08785	1.08803	1.08730	1.08745	1026	0	2
2023.01.24	06:00:00	1.08744	1.08764	1.08693	1.08763	1020	0	2
2023.01.24	07:00:00	1.08763	1.08826	1.08756	1.08784	1177	0	2
2023.01.24	08:00:00	1.08784	1.08917	1.08772	1.08879	2027	0	2
2023.01.24	09:00:00	1.08873	1.08980	1.08831	1.08887	3507	0	2
2023.01.24	10:00:00	1.08888	1.08959	1.08664	1.08750	4922	0	2
2023.01.24	11:00:00	1.08749	1.08831	1.08519	1.08607	5242	0	2
2023.01.24	12:00:00	1.08607	1.08664	1.08520	1.08638	3855	0	2
2023.01.24	13:00:00	1.08634	1.08758	1.08536	1.08666	3135	0	2
2023.01.24	14:00:00	1.08667	1.08764	1.08591	1.08596	2809	0	2
2023.01.24	15:00:00	1.08597	1.08808	1.08541	1.08658	5245	0	2
2023.01.24	16:00:00	1.08657	1.08700	1.08402	1.08420	7789	0	2
2023.01.24	17:00:00	1.08423	1.08806	1.08351	1.08751	9438	0	2
2023.01.24	18:00:00	1.08752	1.08832	1.08670	1.08716	5166	0	2
2023.01.24	19:00:00	1.08717	1.08869	1.08701	1.08832	3652	0	2
2023.01.24	20:00:00	1.08834	1.08888	1.08768	1.08791	2525	0	2
2023.01.24	21:00:00	1.08791	1.08844	1.08740	1.08837	1811	0	2
2023.01.24	22:00:00	1.08838	1.08846	1.08789	1.08815	1730	0	2
2023.01.24	23:00:00	1.08814	1.08883	1.08807	1.08880	1695	0	2
2023.01.25	00:00:00	1.08859	1.08880	1.08781	1.08838	200	0	9
2023.01.25	01:00:00	1.08839	1.08904	1.08827	1.08899	1826	0	2
2023.01.25	02:00:00	1.08899	1.08904	1.08810	1.08871	2632	0	2
2023.01.25	03:00:00	1.08872	1.08941	1.08839	1.08930	2361	0	2
2023.01.25	04:00:00	1.08931	1.09014	1.08928	1.08964	1588	0	2
2023.01.25	05:00:00	1.08962	1.08995	1.08925	1.08972	1695	0	2
2023.01.25	06:00:00	1.08972	1.09029	1.08969	1.08987	1361	0	2
2023.01.25	07:00:00	1.08988	1.08995	1.08918	1.08974	1655	0	2
2023.01.25	08:00:00	1.08974	1.09110	1.08956	1.09062	2672	0	2
2023.01.25	09:00:00	1.09063	1.09112	1.08785	1.08810	3827	0	2
2023.01.25	10:00:00	1.08809	1.08913	1.08675	1.08772	4329	0	2
2023.01.25	11:00:00	1.08770	1.08918	1.08698	1.08812	3882	0	2
2023.01.25	12:00:00	1.08813	1.08813	1.08628	1.08657	3840	0	2
2023.01.25	13:00:00	1.08657	1.08695	1.08572	1.08645	3316	0	2
2023.01.25	14:00:00	1.08646	1.08769	1.08585	1.08747	3398	0	2
2023.01.25	15:00:00	1.08738	1.08849	1.08644	1.08720	4703	0	2
2023.01.25	16:00:00	1.08719	1.09004	1.08686	1.08936	6437	0	2
2023.01.25	17:00:00	1.08937	1.09236	1.08907	1.09022	9724	0	2
2023.01.25	18:00:00	1.09018	1.09034	1.08742	1.09002	5422	0	2
2023.01.25	19:00:00	1.09005	1.09037	1.08940	1.08992	2532	0	2
2023.01.25	20:00:00	1.08995	1.09184	1.08995	1.09091	3032	0	2
